pt_graph abundance
1889 0
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1889 0.00001953
1890 0
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1890 0.00001953
1891 0
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1891 0.00001953
1892 0
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1892 0.00001953
1969 0
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1969 0.00028508
1970 0
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1970 0.00010936
1971 0
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1971 0.00010936
1972 0
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1972 0.00010936
1973 0
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1973 0.00001953
1974 0
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1974 0.00001953
1975 0
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1975 0.00001953
1976 0
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
1976 0.00001953
2051 0
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2051 0.00028508
2052 0
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2052 0.00010936
2053 0
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2053 0.00010936
2054 0
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2054 0.00010936
2055 0
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2055 0.00001953
2056 0
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2056 0.00001953
2057 0
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2057 0.00001953
2058 0
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2058 0.00001953
2134 0
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2134 0.00028508
2135 0
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
2135 0.00028508
