pt_graph abundance
1890 0
1890 0
1890 0.00103093
1890 0
1891 0
1891 0
1891 0.00103093
1891 0
1892 0
1892 0
1892 0.00103093
1892 0
1969 0
1969 0
1969 0.00103093
1969 0
1970 0
1970 0
1970 0.00103093
1970 0
1971 0
1971 0
1971 0.00103093
1971 0
1972 0
1972 0
1972 0.00103093
1972 0
1973 0
1973 0
1973 0.00103093
1973 0
1974 0
1974 0
1974 0.00103093
1974 0
1975 0
1975 0
1975 0.00103093
1975 0
1976 0
1976 0
1976 0.00103093
1976 0
2051 0
2051 0
2051 0.00103093
2051 0
2052 0
2052 0
2052 0.00103093
2052 0
2053 0
2053 0
2053 0.00103093
2053 0
2054 0
2054 0
2054 0.00103093
2054 0
2055 0
2055 0
2055 0.00103093
2055 0
2056 0
2056 0
2056 0.00103093
2056 0
2057 0
2057 0
2057 0.00103093
2057 0
2058 0
2058 0
2058 0.00103093
2058 0
2134 0
2134 0
2134 0.00103093
2134 0
2135 0
2135 0
2135 0.00103093
2135 0
2136 0
2136 0
2136 0.00103093
2136 0
2137 0
2137 0
2137 0.00103093
2137 0
2138 0
2138 0
2138 0.00103093
2138 0
2139 0
2139 0
2139 0.00103093
2139 0
2140 0
2140 0
2140 0.00103093
2140 0
2141 0
2141 0
2141 0.00103093
2141 0
2142 0
2142 0
2142 0.00103093
2142 0
2219 0
2219 0
2219 0.00103093
2219 0
2220 0
2220 0
2220 0.00103093
2220 0
2221 0
2221 0
2221 0.00103093
2221 0
2222 0
2222 0
2222 0.00103093
2222 0
2223 0
2223 0
2223 0.00103093
2223 0
2224 0
2224 0
2224 0.00103093
2224 0
2225 0
2225 0
2225 0.00103093
2225 0
2226 0
2226 0
2226 0.00103093
2226 0
2227 0
2227 0
2227 0.00103093
2227 0
2228 0
2228 0
2228 0.00103093
2228 0
2303 0
2303 0
2303 0.00103093
2303 0
2304 0
2304 0
2304 0.00103093
2304 0
2305 0
2305 0
2305 0.00103093
2305 0
2306 0
2306 0
2306 0.00103093
2306 0
2307 0
2307 0
2307 0.0097561
2307 0
2308 0
2308 0
2308 0.00103093
2308 0
2309 0
2309 0
2309 0.00103093
2309 0
2310 0
2310 0
2310 0.00103093
2310 0
2311 0
2311 0
2311 0.00103093
2311 0
2312 0
2312 0
2312 0.00103093
2312 0
2384 0
2384 0
2384 0.00103093
2384 0
2385 0
2385 0
2385 0.00103093
2385 0
2386 0
2386 0
2386 0.0097561
2386 0
2387 0
2387 0
2387 0.0097561
2387 0
2388 0
2388 0
2388 0.0097561
2388 0
2389 0
2389 0
2389 0.00103093
2389 0
2461 0
2461 0
2461 0.0097561
2461 0
2462 0
2462 0
2462 0.0097561
2462 0
2463 0
2463 0
2463 0.0097561
2463 0
2464 0.00032175
2464 0.00032175
2464 0.0097561
2464 0.00012539
2465 0.00032175
2465 0.00032175
2465 0.0097561
2465 0.00012539
2466 0.00032175
2466 0.00032175
2466 0.00103093
2466 0.00012539
2467 0
2467 0
2467 0.00103093
2467 0
2538 0
2538 0
2538 0.0097561
2538 0
2539 0
2539 0
2539 0.0097561
2539 0
2540 0
2540 0
2540 0.0097561
2540 0
2541 0.00032175
2541 0.00032175
2541 0.0097561
2541 0.00012539
2542 0.00032175
2542 0.00032175
2542 0.0097561
2542 0.00012539
2543 0.00032175
2543 0.00032175
2543 0.0097561
2543 0.00012539
2544 0.00032175
2544 0.00032175
2544 0.00103093
2544 0.00012539
2545 0.00032175
2545 0.00032175
2545 0.00103093
2545 0.00012539
2546 0
2546 0
2546 0.00103093
2546 0
2619 0
2619 0
2619 0.00103093
2619 0
2620 0
2620 0
2620 0.00103093
2620 0
2621 0
2621 0
2621 0.0097561
2621 0
2622 0
2622 0
2622 0.0097561
2622 0
2623 0.00032175
2623 0.00032175
2623 0.0097561
2623 0.00012539
2624 0.00032175
2624 0.00032175
2624 0.0097561
2624 0.00012539
2625 0.00032175
2625 0.00032175
2625 0.0097561
2625 0.00012539
2626 0.00032175
2626 0.00032175
2626 0.0097561
2626 0.00012539
2627 0.00032175
2627 0.00032175
2627 0.0097561
2627 0.00012539
2628 0.00032175
2628 0.00032175
2628 0.0097561
2628 0.00012539
2629 0
2629 0
2629 0.00103093
2629 0.00012539
2706 0
2706 0
2706 0.00103093
2706 0
2707 0.00032175
2707 0.00032175
2707 0.00103093
2707 0.00012539
2708 0.00032175
2708 0.00032175
2708 0.0097561
2708 0.00012539
2709 0.00032175
2709 0.00032175
2709 0.0097561
2709 0.00012539
2710 0.00032175
2710 0.00032175
2710 0.0097561
2710 0.00012539
2711 0.00032175
2711 0.00032175
2711 0.0097561
2711 0.00012539
2712 0.00032175
2712 0.00032175
2712 0.0097561
2712 0.00012539
2713 0
2713 0
2713 0.00103093
2713 0.00012539
2789 0.00032175
2789 0.00032175
2789 0.00103093
2789 0.00012539
2790 0.00032175
2790 0.00032175
2790 0.0097561
2790 0.00012539
2791 0.00032175
2791 0.00032175
2791 0.0097561
2791 0.00213904
2792 0.00032175
2792 0.00032175
2792 0.0097561
2792 0.00012539
2793 0.00032175
2793 0.00032175
2793 0.0097561
2793 0.00012539
2794 0
2794 0
2794 0.00103093
2794 0.00012539
2869 0.00032175
2869 0.00032175
2869 0.00103093
2869 0.00012539
2870 0.00032175
2870 0.00032175
2870 0.00103093
2870 0.00012539
2871 0.00032175
2871 0.00032175
2871 0.0097561
2871 0.00213904
2872 0.00032175
2872 0.00032175
2872 0.00103093
2872 0.00012539
2945 0.00032175
2945 0.00032175
2945 0.00103093
2945 0.00012539
2946 0.00032175
2946 0.00032175
2946 0.00103093
2946 0.00012539
3020 0.00032175
3020 0.00032175
3020 0
3020 0.00012539
3021 0
3021 0
3021 0.00103093
3021 0.00012539
3090 0.00032175
3090 0.00032175
3090 0
3090 0.00012539
3093 0.00032175
3093 0.00032175
3093 0.00103093
3093 0.00012539
3163 0.00032175
3163 0.00032175
3163 0
3163 0.00012539
3164 0.00032175
3164 0.00032175
3164 0
3164 0
3244 0.00032175
3244 0.00032175
3244 0
3244 0
3245 0.00032175
3245 0.00032175
3245 0
3245 0.00012539
3246 0.00032175
3246 0.00032175
3246 0
3246 0
3251 0
3251 0
3251 0.00103093
3251 0
3252 0
3252 0
3252 0.00103093
3252 0
3328 0.00032175
3328 0.00032175
3328 0
3328 0
3329 0.00032175
3329 0.00032175
3329 0
3329 0
3330 0.00032175
3330 0.00032175
3330 0
3330 0
3331 0.00032175
3331 0.00032175
3331 0
3331 0
3332 0
3332 0
3332 0.00103093
3332 0
3333 0
3333 0
3333 0.00103093
3333 0
3334 0
3334 0
3334 0.00103093
3334 0.00012539
3335 0
3335 0
3335 0.00103093
3335 0.00012539
3336 0
3336 0
3336 0.00103093
3336 0
3410 0.00032175
3410 0.00032175
3410 0
3410 0
3411 0.00032175
3411 0.00032175
3411 0
3411 0
3412 0.00032175
3412 0.00032175
3412 0
3412 0
3413 0.00032175
3413 0.00032175
3413 0
3413 0
3414 0
3414 0
3414 0.0097561
3414 0.00213904
3415 0
3415 0
3415 0.00103093
3415 0.00012539
3488 0.00032175
3488 0.00032175
3488 0
3488 0
3489 0.00032175
3489 0.00032175
3489 0
3489 0
3490 0.00032175
3490 0.00032175
3490 0
3490 0
3491 0.00032175
3491 0.00032175
3491 0
3491 0
3492 0.00032175
3492 0.00032175
3492 0
3492 0
3493 0.00032175
3493 0.00032175
3493 0
3493 0
3494 0.00032175
3494 0.00032175
3494 0
3494 0
3496 0
3496 0
3496 0.0097561
3496 0.05818182
3497 0
3497 0
3497 0.0097561
3497 0.01168831
3498 0
3498 0
3498 0.00103093
3498 0.00012539
3570 0.00032175
3570 0.00032175
3570 0
3570 0
3571 0.00032175
3571 0.00032175
3571 0
3571 0
3572 0.00032175
3572 0.00032175
3572 0
3572 0
3573 0.00032175
3573 0.00032175
3573 0
3573 0
3574 0.00032175
3574 0.00032175
3574 0
3574 0
3575 0.00032175
3575 0.00032175
3575 0
3575 0
3576 0.00032175
3576 0.00032175
3576 0
3576 0
3577 0
3577 0
3577 0
3577 0.00012539
3578 0
3578 0
3578 0.0097561
3578 0.05818182
3579 0
3579 0
3579 0.0097561
3579 0.05818182
3580 0
3580 0
3580 0.00103093
3580 0.00213904
3652 0.00032175
3652 0.00032175
3652 0
3652 0
3653 0.00032175
3653 0.00032175
3653 0
3653 0
3654 0.00032175
3654 0.00032175
3654 0
3654 0
3655 0.00032175
3655 0.00032175
3655 0
3655 0
3656 0.00032175
3656 0.00032175
3656 0
3656 0
3657 0.00032175
3657 0.00032175
3657 0
3657 0
3659 0
3659 0
3659 0
3659 0.00012539
3660 0
3660 0
3660 0
3660 0.00012539
3661 0
3661 0
3661 0.0097561
3661 0.45454545
3662 0
3662 0
3662 0.00103093
3662 0.01168831
3735 0.00032175
3735 0.00032175
3735 0
3735 0
3736 0.00032175
3736 0.00032175
3736 0
3736 0
3737 0.00032175
3737 0.00032175
3737 0
3737 0
3738 0.00032175
3738 0.00032175
3738 0
3738 0
3739 0.00032175
3739 0.00032175
3739 0
3739 0
3740 0.00032175
3740 0.00032175
3740 0
3740 0
3741 0.00032175
3741 0.00032175
3741 0
3741 0
3742 0.00032175
3742 0.00032175
3742 0
3742 0
3743 0
3743 0
3743 0
3743 0.00213904
3744 0
3744 0
3744 0.00103093
3744 0.01168831
3745 0
3745 0
3745 0.00103093
3745 0.05818182
3822 0.00985222
