pt_graph met
63 18
87 18
130 18
133 18
152 18
154 18
305 18
644 18
801 18
885 18
989 18
993 18
1047 18
1154 18
1158 18
1221 18
1285 18
1349 18
1350 18
1351 18
1412 18
1413 18
1414 18
1415 18
1416 18
1423 18
1470 18
1476 18
1484 18
1485 18
1539 18
1546 18
1557 18
1612 18
1615 18
1617 18
1627 18
1628 18
1634 18
1682 18
1695 18
1696 18
1753 18
1833 18
1834 18
1835 18
1842 18
1843 18
1915 18
1932 18
1988 18
1996 18
2002 18
2160 18
2164 18
2251 18
2332 18
2335 18
2338 18
2342 18
2343 18
2391 18
2408 18
2419 18
2421 18
2468 18
2487 18
2547 18
2548 18
2549 18
2566 18
2570 18
2650 18
2652 18
2661 18
2716 18
2731 18
2732 18
2734 18
2735 18
2736 18
2798 18
2812 18
2814 18
2816 18
2817 18
2822 18
2885 18
2886 18
2890 18
2893 18
2894 18
2895 18
2899 18
2952 18
2966 18
2968 18
2975 18
3750 18
3756 18
3770 18
3842 18
3858 18
10467 18
10662 18
