vids pt_graph
BEL000021964 9643
BEL000041982 10231
BEL000071985 10848
BEL000081967 9644
BEL000131989 9643
BEL010291967 9643
BEL010331976 9643
BEL010511983 9643
BEL010621963 9643
BEL010821987 10848
BEL011011967 9643
BEL011161961 9642
BEL011541988 9643
BEL011871989 9643
BEL011901963 9643
BEL011911968 9643
BEL012111971 10241
BEL012291991 9644
BEL012312001 9643
BEL012791969 9644
BEL013161987 9643
BEL020651986 9644
BEL024622000 9644
BEL025181998 10241
BEL026011991 9644
BEL030151975 9644
BEL030182000 9644
BEL030191974 9644
BEL030351997 9644
BEL030381986 10628
BEL030391982 9644
BEL030451996 9644
BEL030471992 9644
BEL030531981 9644
BEL030551962 9644
BEL030561999 9644
BEL030602001 9644
BEL030631987 9644
BEL030671983 9644
BEL030791986 9642
BEL030801984 9644
BEL030821997 9643
BEL030901982 9644
BEL030931986 9642
BEL030971994 9644
BEL030981991 9644
BEL031211992 9644
BEL032011996 9644
BEL032071985 10241
BEL032962000 9644
BEL034022000 9644
BEL034301957 10241
BEL034311997 9644
BEL034832001 9644
BEL035101989 9644
BEL035102000 9644
BEL035251997 9644
BEL035261999 9644
BEL035541964 10241
BEL035681988 9644
BEL035711989 9644
BEL035752000 9644
BEL035761999 9644
BEL035961988 9644
BEL037002012 9644
BEL037382002 9644
BEL040521984 10488
BEL040571986 9643
BEL040581986 9643
BEL040862006 9642
BEL043501996 9642
BEL044021963 10238
DEU000060400 10241
DEU000590300 10483
DEU200650219 10848
DEU300200702 9895
DEU302520207 9765
DEU302540207 10002
DEU400290107 10236
DEU401110101 10238
DEU401170101 10480
DEU500450102 10238
DNK000000569 9983
DNK000001730 10113
DNK000002359 10350
DNK000003300 10508
DNK000003612 10002
DNK000004305 10350
DNK000004343 9983
DNK000004561 9794
DNK000004690 10113
DNK000004838 9828
DNK000004873 9772
DNK000004963 10350
DNK000005011 9794
DNK000005142 9794
DNK000005269 9780
DNK000005418 9882
DNK000005463 9960
DNK000005487 9765
DNK000005490 10540
DNK000005531 10023
DNK000005626 10350
DNK000005636 10023
DNK000005696 10483
DNK000005787 9999
DNK000005850 9765
DNK000006110 10000
DNK000006137 10002
DNK000006184 10002
DNK000006225 9754
DNK000006238 9983
DNK000006359 10350
DNK000006457 10504
DNK000006577 9810
DNK000006581 9754
DNK000006764 9810
DNK000007009 9983
DNK000007107 10000
DNK000007125 9828
DNK000007141 9983
DNK000007142 9828
DNK000007161 10544
DNK000007220 9772
DNK000007223 10248
DNK000007234 9780
DNK000007293 9794
DNK000007305 9945
DNK000007380 9810
DNK000007408 9882
DNK000007455 9999
DNK000007457 10002
DNK000007477 9794
DNK000007542 10332
DNK000007564 10002
DNK000007573 10002
DNK000007602 9983
DNK000007747 9794
DNK000007846 10002
DNK000007851 10002
DNK000008020 10002
DNK000008024 9794
DNK000008070 10002
DNK000008152 9794
DNK000008232 10002
DNK000008285 9794
DNK000008303 9983
DNK000008391 10377
DNK000008410 10332
DNK000008438 9945
DNK000008458 9780
DNK000008485 10002
DNK000008512 10002
DNK000008538 9945
DNK000008642 11018
DNK000010670 9902
DNK000010732 10511
DNK000010804 9794
DNK000010823 10000
DNK000010875 9742
DNK000010883 10002
DNK000010987 9810
DNK000011092 10002
DNK000011134 10350
DNK000011135 10002
DNK000011201 9714
DNK000011316 10002
DNK000011330 9786
DNK000011338 9786
DNK000011391 9945
DNK000011447 9772
DNK000011452 10002
DNK000011532 10113
DNK000011664 9742
DNK000011723 10114
DNK000011752 9945
DNK000011755 9902
DNK000011783 9983
DNK000011855 10002
DNK000011899 9780
DNK000011985 9983
DNK000011989 9780
DNK000012012 10332
DNK000012139 9999
DNK000012243 9765
DNK000012289 9810
DNK000012300 10377
DNK000012302 9765
DNK000012304 9945
DNK000012321 9901
DNK000012333 9765
DNK000012360 9754
DNK000012430 10002
DNK000012455 9828
DNK000012485 9780
DNK000012527 10508
DNK000012574 9983
DNK000012720 10350
DNK000012749 10000
DNK000012759 10002
DNK000012775 9983
DNK000012801 10002
DNK000012832 9794
DNK000012932 9983
DNK000012955 9765
DNK000012962 9765
DNK000013011 10023
DNK000013055 9983
DNK000013076 9765
DNK000013104 10023
DNK000013175 10002
DNK000013193 9765
DNK000013328 9999
DNK000013346 10113
DNK000013388 10002
DNK000013404 9810
DNK000013480 9983
DNK000013581 9810
DNK000013590 10509
DNK000013605 10241
DNK000013673 9810
DNK000013679 10002
DNK000013691 9765
DNK000013694 9983
DNK000013695 9999
DNK000013702 10350
DNK000013750 9945
DNK000013772 9780
DNK000013799 9999
DNK000013843 9794
DNK000013859 9765
DNK000013940 9960
DNK000013952 10332
DNK000013968 10332
DNK000013970 10350
DNK000014048 10023
DNK000014087 10023
DNK000014179 10002
DNK000014263 9794
DNK000014382 10002
DNK000014547 9794
DNK000014548 9945
DNK000014601 9869
DNK000014668 9794
DNK000018185 9999
DNK000018558 10241
DNK000019168 9902
DNK000019683 10241
DNK000020378 9983
DNK000021256 10988
DNK000023732 10002
DNK000024336 9719
DNK000024751 9945
DNK000025580 9882
DNK000028025 10332
DNK000029022 10332
DNK000030600 10002
DNK000031007 9909
DNK000031136 9865
DNK000031137 9801
DNK000031138 10350
DNK000031221 10350
DNK000031666 9780
DNK000031916 9810
DNK000032039 9765
DNK000032060 9810
DNK000032074 10002
DNK000032095 9786
DNK000032117 10002
DNK000032132 10350
DNK000032141 10350
DNK000032144 10350
DNK000032157 10000
DNK000032161 10350
DNK000032214 9865
DNK000032224 9945
DNK000032225 10350
DNK000032227 9794
DNK000032228 9780
DNK000032229 10332
DNK000032274 10350
DNK000032919 9794
DNK000032979 10002
DNK000032999 9945
DNK000033160 9810
DNK000033383 10000
DNK000033403 9794
DNK000033440 9810
DNK000033442 9742
DNK000033450 9999
DNK000033459 9945
DNK000033470 10350
DNK000033491 10350
DNK000033511 10544
DNK000033712 9780
DNK000033735 10544
DNK000034052 9801
DNK000034172 9794
DNK000034272 10350
DNK000034295 10332
DNK000034997 9801
DNK000035014 10350
DNK000035154 9720
DNK000035175 9810
DNK000035396 9999
DNK000035437 9960
DNK000035823 9901
DNK000036044 9960
DNK000036167 9780
DNK000036406 9810
DNK000036587 9945
DNK000036626 10332
DNK000036646 9908
DNK000037331 9794
DNK000037429 9794
DNK000037529 10350
DNK000037829 10332
DNK000038129 10350
DNK000038290 9999
DNK000038349 9945
DNK000038369 9794
DNK000038389 9810
DNK000038569 10531
DNK000038971 9945
DNK000039090 9983
DNK000039250 9765
DNK000039251 9765
DNK000039610 10350
DNK000039630 9999
DNK000039730 10002
DNK000039871 10002
DNK000040071 10241
DNK000040191 10350
DNK000040391 10350
DNK000040452 9945
DNK000040851 10002
DNK000041435 10350
DNK000041592 10052
DNK000042032 10332
DNK000042092 9945
DNK000042795 9945
DNK000042875 9945
DNK000043115 10002
DNK000043716 9810
DNK000043735 9945
DNK000043855 9810
DNK000044016 9794
DNK000044115 10002
DNK000044355 10000
DNK000044376 9810
DNK000044396 10000
DNK000044416 10002
DNK000044496 9945
DNK000044556 9794
DNK000044557 9945
DNK000044616 9945
DNK000044656 9945
DNK000044676 9902
DNK000044720 9983
DNK000044756 9945
ESP000022179 10127
FIN000020039 10511
FRA000221242 10031
FRA000273402 10031
FRA000273463 10031
FRA000276206 10031
FRA000291650 10031
FRA000295304 10031
FRA000296586 10031
FRA000373773 10031
FRA000422436 10031
FRA000463883 10030
FRA000463949 10031
FRA000489768 10031
FRA000489950 10030
FRA000544858 10491
FRA000550974 10031
FRA000561262 10031
FRA000561949 10031
FRA000571554 10031
FRA000571766 10031
FRA000614948 10107
FRA000624153 10032
FRA000639859 10031
FRA000644260 10030
FRA000644516 10031
FRA000645006 10031
FRA000651082 10031
FRA000651141 10031
FRA000651309 10031
FRA000651340 10031
FRA000658867 10030
FRA000659450 10032
FRA000660498 10031
FRA000686276 10031
FRA000686897 9644
FRA000689018 10031
FRA000690755 10030
FRA000707753 10031
FRA000711933 10031
FRA000716545 10031
FRA000719774 10030
FRA000726596 10031
FRA000730424 10031
FRA000734505 10030
FRA000734557 10030
FRA000734690 10030
FRA000735001 10030
FRA000735057 10031
FRA000735220 10030
FRA000735382 10030
FRA000735383 10030
FRA000735810 10032
FRA000735985 10030
FRA000739828 10030
FRA000759027 10030
FRA000775533 10031
FRA000775930 10031
FRA000779894 10032
FRA000788028 10030
FRA000788630 10032
FRA000790964 10030
FRA000899825 10030
FRA000899826 10030
FRA000899828 10030
FRA000899829 10030
FRA000899834 10030
FRA000899835 10030
FRA000899838 10030
FRA000900452 10030
FRA000900461 10030
FRA000900462 10030
FRA000900470 10030
FRA000900471 10030
FRA000912376 10031
FRA000914059 10030
FRA000914099 10030
FRA000914390 10030
FRA000922065 10030
FRA000924577 10031
FRA000924675 10030
FRA000924680 10030
FRA000925601 10030
FRA000925605 10030
FRA000925607 10030
FRA000931410 10030
FRA000933087 10030
FRA000933426 10030
FRA000933427 10030
FRA000933651 10030
FRA000933780 10031
FRA000933781 10031
FRA102636030 9643
GBR00000M018 10069
GBR00000M105 10172
GBR00000M167 10172
GBR00000M178 10069
GBR00000M202 10172
GBR000307310 10069
GBR000308762 10069
GBR000334150 10069
GBR000387037 10069
GBR000A10105 10107
GBR000A10112 10107
GBR000A10166 10048
GBR000A10172 10034
GBR000A10184 10041
GBR000A10247 10052
GBR000A10395 10034
GBR000A10512 10107
GBR000A10524 10107
GBR000A10546 10107
GBR000A10557 10211
GBR000A10558 10140
GBR000A10572 10060
GBR000A10626 10225
GBR000A10679 10060
GBR000A10692 10664
GBR000A10705 10211
GBR000A10721 10107
GBR000A10737 10088
GBR000A10745 10046
GBR000A10748 10107
GBR000A10752 10051
GBR000A10755 10107
GBR000A10758 10052
GBR000A10773 10185
GBR000A10793 10414
GBR000A10800 10509
GBR000A10814 10046
GBR000A10827 10046
GBR000A10833 10046
GBR000A10859 10052
GBR000A10890 10211
GBR000A10895 10046
GBR000A11370 10107
GBR000A11392 10107
GBR000A11409 10107
GBR000A11419 10222
