vids freq
BEL000021964 1
BEL000041982 1
BEL000071985 1
BEL000081967 1
BEL000131989 1
BEL010291967 1
BEL010331976 1
BEL010511983 1
BEL010621963 1
BEL010821987 1
BEL011011967 1
BEL011161961 1
BEL011541988 1
BEL011871989 1
BEL011901963 1
BEL011911968 1
BEL012111971 1
BEL012291991 1
BEL012791969 1
BEL013161987 1
BEL020651986 1
BEL026011991 1
BEL030151975 1
BEL030182000 1
BEL030191974 1
BEL030351997 1
BEL030391982 1
BEL030551962 1
BEL030561999 1
BEL030631987 1
BEL030791986 1
BEL030801984 1
BEL030821997 1
BEL030931986 1
BEL030971994 1
BEL032011996 1
BEL032071985 1
BEL032962000 1
BEL034022000 1
BEL034301957 1
BEL034311997 1
BEL034832001 1
BEL035101989 1
BEL035251997 1
BEL035261999 1
BEL035541964 1
BEL035681988 1
BEL035711989 1
BEL035752000 1
BEL035961988 1
BEL037002012 1
BEL037382002 1
BEL040521984 1
BEL040571986 1
BEL040581986 1
BEL040862006 1
BEL043501996 1
BEL044021963 1
DEU000060400 1
DEU200650219 1
DEU300200702 1
DEU302520207 1
DEU302540207 1
DEU400290107 1
DEU401110101 1
DEU401170101 1
DEU500450102 1
DNK000000569 1
DNK000001403 0.3333333
DNK000001403 0.3333333
DNK000001403 0.3333333
DNK000001946 1
DNK000002280 0.25
DNK000002280 0.25
DNK000002280 0.25
DNK000002280 0.25
DNK000004343 0.25
DNK000004343 0.25
DNK000004343 0.25
DNK000004343 0.25
DNK000004561 0.5
DNK000004561 0.5
DNK000004873 0.5
DNK000004873 0.5
DNK000005011 0.3333333
DNK000005011 0.3333333
DNK000005011 0.3333333
DNK000005269 1
DNK000005418 0.3333333
DNK000005418 0.3333333
DNK000005418 0.3333333
DNK000005487 0.5
DNK000005487 0.5
DNK000005491 0.3333333
DNK000005491 0.3333333
DNK000005491 0.3333333
DNK000005531 1
DNK000005654 0.5
DNK000005654 0.5
DNK000005779 0.3333333
DNK000005779 0.3333333
DNK000005779 0.3333333
DNK000005850 1
DNK000006040 0.3333333
DNK000006040 0.3333333
DNK000006040 0.3333333
DNK000006110 1
DNK000006184 1
DNK000006225 0.1666667
DNK000006225 0.1666667
DNK000006225 0.1666667
DNK000006225 0.1666667
DNK000006225 0.1666667
DNK000006225 0.1666667
DNK000006282 0.3333333
DNK000006282 0.3333333
DNK000006282 0.3333333
DNK000006375 0.5
DNK000006375 0.5
DNK000006541 0.5
DNK000006541 0.5
DNK000006577 1
DNK000006581 1
DNK000006764 1
DNK000007009 0.3333333
DNK000007009 0.3333333
DNK000007009 0.3333333
DNK000007107 0.5
DNK000007107 0.5
DNK000007125 0.5
DNK000007125 0.5
DNK000007141 0.25
DNK000007141 0.25
DNK000007141 0.25
DNK000007141 0.25
DNK000007142 0.1666667
DNK000007142 0.1666667
DNK000007142 0.1666667
DNK000007142 0.1666667
DNK000007142 0.1666667
DNK000007142 0.1666667
DNK000007220 0.3333333
DNK000007220 0.3333333
DNK000007220 0.3333333
DNK000007234 0.3333333
DNK000007234 0.3333333
DNK000007234 0.3333333
DNK000007262 0.1666667
DNK000007262 0.1666667
DNK000007262 0.1666667
DNK000007262 0.1666667
DNK000007262 0.1666667
DNK000007262 0.1666667
DNK000007263 0.25
DNK000007263 0.25
DNK000007263 0.25
DNK000007263 0.25
DNK000007293 0.25
DNK000007293 0.25
DNK000007293 0.25
DNK000007293 0.25
DNK000007305 0.5
DNK000007305 0.5
DNK000007407 1
DNK000007408 1
DNK000007452 0.1666667
DNK000007452 0.1666667
DNK000007452 0.1666667
DNK000007452 0.1666667
DNK000007452 0.1666667
DNK000007452 0.1666667
DNK000007457 0.5
DNK000007457 0.5
DNK000007516 1
DNK000007519 1
DNK000007542 0.3333333
DNK000007542 0.3333333
DNK000007542 0.3333333
DNK000007564 1
DNK000007602 0.3333333
DNK000007602 0.3333333
DNK000007602 0.3333333
DNK000007747 1
DNK000007846 0.25
DNK000007846 0.25
DNK000007846 0.25
DNK000007846 0.25
DNK000008024 0.5
DNK000008024 0.5
DNK000008070 1
DNK000008259 0.5
DNK000008259 0.5
DNK000008303 0.3333333
DNK000008303 0.3333333
DNK000008303 0.3333333
DNK000008391 1
DNK000008410 1
DNK000008438 1
DNK000008458 1
DNK000008485 1
DNK000008505 1
DNK000008512 1
DNK000008538 0.2
DNK000008538 0.2
DNK000008538 0.2
DNK000008538 0.2
DNK000008538 0.2
DNK000010670 1
DNK000010804 0.5
DNK000010804 0.5
DNK000010875 1
DNK000010987 0.5
DNK000010987 0.5
DNK000011092 0.5
DNK000011092 0.5
DNK000011134 0.5
DNK000011134 0.5
DNK000011135 0.5
DNK000011135 0.5
DNK000011201 1
DNK000011330 0.2
DNK000011330 0.2
DNK000011330 0.2
DNK000011330 0.2
DNK000011330 0.2
DNK000011338 0.5
DNK000011338 0.5
DNK000011391 1
DNK000011452 1
DNK000011664 0.5
DNK000011664 0.5
DNK000011752 0.3333333
DNK000011752 0.3333333
DNK000011752 0.3333333
DNK000011755 1
DNK000011783 0.25
DNK000011783 0.25
DNK000011783 0.25
DNK000011783 0.25
DNK000011855 0.3333333
DNK000011855 0.3333333
DNK000011855 0.3333333
DNK000011899 1
DNK000011985 0.2
DNK000011985 0.2
DNK000011985 0.2
DNK000011985 0.2
DNK000011985 0.2
DNK000011988 0.25
DNK000011988 0.25
DNK000011988 0.25
DNK000011988 0.25
DNK000011989 0.2
DNK000011989 0.2
DNK000011989 0.2
DNK000011989 0.2
DNK000011989 0.2
DNK000012013 1
DNK000012028 0.3333333
DNK000012028 0.3333333
DNK000012028 0.3333333
DNK000012139 1
DNK000012243 1
DNK000012289 0.2
DNK000012289 0.2
DNK000012289 0.2
DNK000012289 0.2
DNK000012289 0.2
DNK000012300 0.3333333
DNK000012300 0.3333333
DNK000012300 0.3333333
DNK000012302 0.5
DNK000012302 0.5
DNK000012304 0.25
DNK000012304 0.25
DNK000012304 0.25
DNK000012304 0.25
DNK000012333 1
DNK000012360 0.2
DNK000012360 0.2
DNK000012360 0.2
DNK000012360 0.2
DNK000012360 0.2
DNK000012574 0.25
DNK000012574 0.25
DNK000012574 0.25
DNK000012574 0.25
DNK000012749 1
DNK000012759 0.5
DNK000012759 0.5
DNK000012760 0.5
DNK000012760 0.5
DNK000012775 0.5
DNK000012775 0.5
DNK000012801 0.3333333
DNK000012801 0.3333333
DNK000012801 0.3333333
DNK000012932 0.25
DNK000012932 0.25
DNK000012932 0.25
DNK000012932 0.25
DNK000012955 1
DNK000012962 1
DNK000013000 1
DNK000013011 1
DNK000013055 0.3333333
DNK000013055 0.3333333
DNK000013055 0.3333333
DNK000013076 1
DNK000013104 1
DNK000013175 0.5
DNK000013175 0.5
DNK000013388 1
DNK000013480 0.3333333
DNK000013480 0.3333333
DNK000013480 0.3333333
DNK000013581 1
DNK000013673 1
DNK000013679 0.25
DNK000013679 0.25
DNK000013679 0.25
DNK000013679 0.25
DNK000013694 0.3333333
DNK000013694 0.3333333
DNK000013694 0.3333333
DNK000013702 0.2
DNK000013702 0.2
DNK000013702 0.2
DNK000013702 0.2
DNK000013702 0.2
DNK000013750 0.2
DNK000013750 0.2
DNK000013750 0.2
DNK000013750 0.2
DNK000013750 0.2
DNK000013772 1
DNK000013843 1
DNK000013859 0.5
DNK000013859 0.5
DNK000013940 0.2
DNK000013940 0.2
DNK000013940 0.2
DNK000013940 0.2
DNK000013940 0.2
DNK000013952 1
DNK000013970 0.3333333
DNK000013970 0.3333333
DNK000013970 0.3333333
DNK000014048 1
DNK000014087 0.3333333
DNK000014087 0.3333333
DNK000014087 0.3333333
DNK000014179 1
DNK000014258 0.3333333
DNK000014258 0.3333333
DNK000014258 0.3333333
DNK000014382 1
DNK000014548 0.5
DNK000014548 0.5
DNK000014916 0.3333333
DNK000014916 0.3333333
DNK000014916 0.3333333
DNK000019168 0.5
DNK000019168 0.5
DNK000020378 0.25
DNK000020378 0.25
DNK000020378 0.25
DNK000020378 0.25
DNK000024336 1
DNK000024751 1
DNK000025933 0.1111111
DNK000025933 0.1111111
DNK000025933 0.1111111
DNK000025933 0.1111111
DNK000025933 0.1111111
DNK000025933 0.1111111
DNK000025933 0.1111111
DNK000025933 0.1111111
DNK000025933 0.1111111
DNK000028025 0.5
DNK000028025 0.5
DNK000028586 0.3333333
DNK000028586 0.3333333
DNK000028586 0.3333333
DNK000029022 1
DNK000029865 0.3333333
DNK000029865 0.3333333
DNK000029865 0.3333333
DNK000030600 0.5
DNK000030600 0.5
DNK000031007 0.1666667
DNK000031007 0.1666667
DNK000031007 0.1666667
DNK000031007 0.1666667
DNK000031007 0.1666667
DNK000031007 0.1666667
DNK000031136 0.3333333
DNK000031136 0.3333333
DNK000031136 0.3333333
DNK000031137 0.3333333
DNK000031137 0.3333333
DNK000031137 0.3333333
DNK000031138 1
DNK000031221 0.5
DNK000031221 0.5
DNK000031666 0.5
DNK000031666 0.5
DNK000031916 0.25
DNK000031916 0.25
DNK000031916 0.25
DNK000031916 0.25
DNK000032039 1
DNK000032043 0.25
DNK000032043 0.25
DNK000032043 0.25
DNK000032043 0.25
DNK000032062 0.1428571
DNK000032062 0.1428571
DNK000032062 0.1428571
DNK000032062 0.1428571
DNK000032062 0.1428571
DNK000032062 0.1428571
DNK000032062 0.1428571
DNK000032095 0.25
DNK000032095 0.25
DNK000032095 0.25
DNK000032095 0.25
DNK000032117 0.5
DNK000032117 0.5
DNK000032124 0.1428571
DNK000032124 0.1428571
DNK000032124 0.1428571
DNK000032124 0.1428571
DNK000032124 0.1428571
DNK000032124 0.1428571
DNK000032124 0.1428571
DNK000032132 0.25
DNK000032132 0.25
DNK000032132 0.25
DNK000032132 0.25
DNK000032144 0.3333333
DNK000032144 0.3333333
DNK000032144 0.3333333
DNK000032153 0.5
DNK000032153 0.5
DNK000032157 1
DNK000032224 0.2
DNK000032224 0.2
DNK000032224 0.2
DNK000032224 0.2
DNK000032224 0.2
DNK000032225 0.3333333
DNK000032225 0.3333333
DNK000032225 0.3333333
DNK000032227 1
DNK000032228 0.5
DNK000032228 0.5
DNK000032229 1
DNK000032274 0.2
DNK000032274 0.2
DNK000032274 0.2
DNK000032274 0.2
DNK000032274 0.2
DNK000032919 0.5
DNK000032919 0.5
DNK000032979 0.5
DNK000032979 0.5
DNK000032999 0.5
DNK000032999 0.5
DNK000033160 0.3333333
DNK000033160 0.3333333
DNK000033160 0.3333333
DNK000033300 0.3333333
DNK000033300 0.3333333
DNK000033300 0.3333333
DNK000033383 1
DNK000033403 0.5
DNK000033403 0.5
DNK000033442 0.25
DNK000033442 0.25
DNK000033442 0.25
DNK000033442 0.25
DNK000033450 0.3333333
DNK000033450 0.3333333
DNK000033450 0.3333333
DNK000033459 0.3333333
DNK000033459 0.3333333
DNK000033459 0.3333333
DNK000033470 0.5
DNK000033470 0.5
DNK000033491 0.5
DNK000033491 0.5
DNK000034052 1
DNK000034172 0.5
DNK000034172 0.5
DNK000034272 0.25
DNK000034272 0.25
DNK000034272 0.25
DNK000034272 0.25
DNK000034295 0.25
DNK000034295 0.25
DNK000034295 0.25
DNK000034295 0.25
DNK000034372 0.5
DNK000034372 0.5
DNK000034715 0.3333333
DNK000034715 0.3333333
DNK000034715 0.3333333
DNK000034997 1
DNK000035014 0.3333333
DNK000035014 0.3333333
DNK000035014 0.3333333
DNK000035175 1
DNK000035437 0.25
DNK000035437 0.25
DNK000035437 0.25
DNK000035437 0.25
DNK000036044 0.25
DNK000036044 0.25
DNK000036044 0.25
DNK000036044 0.25
DNK000036587 0.3333333
DNK000036587 0.3333333
DNK000036587 0.3333333
DNK000036626 0.5
DNK000036626 0.5
DNK000037331 0.25
DNK000037331 0.25
DNK000037331 0.25
DNK000037331 0.25
DNK000037429 1
DNK000037529 1
DNK000037829 0.3333333
DNK000037829 0.3333333
DNK000037829 0.3333333
DNK000038349 0.3333333
DNK000038349 0.3333333
DNK000038349 0.3333333
DNK000038369 0.3333333
DNK000038369 0.3333333
DNK000038369 0.3333333
DNK000038389 0.5
DNK000038389 0.5
DNK000038431 0.25
DNK000038431 0.25
DNK000038431 0.25
DNK000038431 0.25
DNK000038952 0.3333333
DNK000038952 0.3333333
DNK000038952 0.3333333
DNK000038971 0.2
DNK000038971 0.2
DNK000038971 0.2
DNK000038971 0.2
DNK000038971 0.2
DNK000039090 0.2
DNK000039090 0.2
DNK000039090 0.2
DNK000039090 0.2
DNK000039090 0.2
DNK000039250 0.5
DNK000039250 0.5
DNK000039251 0.3333333
DNK000039251 0.3333333
DNK000039251 0.3333333
DNK000039610 0.3333333
