BEL000021964|3.81112795115333|29884.6078707938|4|3278325.77256873|7480.64611633344|0|34.09|2000|87102.0708620082|324436.960880105|4|4|4
BEL000041982|4.57564593301435|5513.55751339712|4|45.1730463556047|8824.46100421614|0|34.09|2000|74341.2328177033|245620.684887082|4|4|4
BEL000071985|3.26194029850747|37448.9959701493|4|4371091.21333333|6555.44020887728|0|34.09|2000|46354.9913432835|315511.039850747|4|4|4
BEL000081967|3.81112795115333|29884.6078707938|4|3278325.77256873|7480.64611633344|0|34.09|2000|87102.0708620082|324436.960880105|4|4|4
BEL000131989|3.81112795115333|29884.6078707938|4|3278325.77256873|7480.64611633344|0|34.09|2000|87102.0708620082|324436.960880105|4|4|4
BEL010291967|6.50602409638553|76599.2124096386|4|17992835.6666667|24310.8696116365|0|34.09|2000|132132.536024096|762540.939759035|4|4|4
BEL010331976|6.50602409638553|76599.2124096386|4|17992835.6666667|24310.8696116365|0|34.09|2000|132132.536024096|762540.939759035|4|4|4
BEL010511983|6.50602409638553|76599.2124096386|4|17992835.6666667|24310.8696116365|0|34.09|2000|132132.536024096|762540.939759035|4|4|4
BEL010621963|3.81112795115333|29884.6078707938|4|3278325.77256873|7480.64611633344|0|34.09|2000|87102.0708620082|324436.960880105|4|4|4
BEL010821987|3.26194029850747|37448.9959701493|4|4371091.21333333|6555.44020887728|0|34.09|2000|46354.9913432835|315511.039850747|4|4|4
BEL011011967|3.66305994479205|11474.8599587339|4|30.7183243236665|10237.2945724413|0|34.09|2000|46455.6320405796|288428.536783693|4|4|4
BEL011161961|3.51914846153846|16624.8342167482|4|163199.175062735|10166.566056327|0|34.09|2000|46382.3806543356|394981.888289196|4|4|4
BEL011541988|6.50602409638553|76599.2124096386|4|17992835.6666667|24310.8696116365|0|34.09|2000|132132.536024096|762540.939759035|4|4|4
BEL011871989|6.50602409638553|76599.2124096386|4|17992835.6666667|24310.8696116365|0|34.09|2000|132132.536024096|762540.939759035|4|4|4
BEL011901963|3.26194029850747|37448.9959701493|4|4371091.21333333|6555.44020887728|0|34.09|2000|46354.9913432835|315511.039850747|4|4|4
BEL011911968|3.66305994479205|11474.8599587339|4|30.7183243236665|10237.2945724413|0|34.09|2000|46455.6320405796|288428.536783693|4|4|4
BEL012111971|4.57564593301435|5513.55751339712|4|45.1730463556047|8824.46100421614|0|34.09|2000|74341.2328177033|245620.684887082|4|4|4
BEL012291991|3.81112795115333|29884.6078707938|4|3278325.77256873|7480.64611633344|0|34.09|2000|87102.0708620082|324436.960880105|4|4|4
BEL012791969|6.50602409638553|76599.2124096386|4|17992835.6666667|24310.8696116365|0|34.09|2000|132132.536024096|762540.939759035|4|4|4
BEL013161987|6.50602409638553|76599.2124096386|4|17992835.6666667|24310.8696116365|0|34.09|2000|132132.536024096|762540.939759035|4|4|4
BEL020651986|3.26194029850747|37448.9959701493|4|4371091.21333333|6555.44020887728|0|34.09|2000|46354.9913432835|315511.039850747|4|4|4
BEL026011991|3.26194029850747|37448.9959701493|4|4371091.21333333|6555.44020887728|0|34.09|2000|46354.9913432835|315511.039850747|4|4|4
BEL030151975|6.50602409638553|76599.2124096386|4|17992835.6666667|24310.8696116365|0|34.09|2000|132132.536024096|762540.939759035|4|4|4
BEL030182000|6.50602409638553|76599.2124096386|4|17992835.6666667|24310.8696116365|0|34.09|2000|132132.536024096|762540.939759035|4|4|4
BEL030191974|6.50602409638553|76599.2124096386|4|17992835.6666667|24310.8696116365|0|34.09|2000|132132.536024096|762540.939759035|4|4|4
BEL030351997|5.6015060240964|42460.2274149097|4|8628866.91666668|20603.0157303532|0|34.09|2000|111480.611756024|723489.75993976|4|4|4
BEL030391982|6.50602409638553|76599.2124096386|4|17992835.6666667|24310.8696116365|0|34.09|2000|132132.536024096|762540.939759035|4|4|4
BEL030551962|6.50602409638553|76599.2124096386|4|17992835.6666667|24310.8696116365|0|34.09|2000|132132.536024096|762540.939759035|4|4|4
BEL030561999|3.81112795115333|29884.6078707938|4|3278325.77256873|7480.64611633344|0|34.09|2000|87102.0708620082|324436.960880105|4|4|4
BEL030631987|3.26194029850747|37448.9959701493|4|4371091.21333333|6555.44020887728|0|34.09|2000|46354.9913432835|315511.039850747|4|4|4
BEL030791986|3.26194029850747|37448.9959701493|4|4371091.21333333|6555.44020887728|0|34.09|2000|46354.9913432835|315511.039850747|4|4|4
