pt_graph cpue_kghour
4007 0.00343700287066803
4007 0.0255779756137519
4007 0.0255779756137519
4007 0.0255779756137519
4007 0.0255779756137519
4007 0
4007 0.00481229717458247
4007 0.00481229717458247
4007 9.08373295039646e-05
4007 9.08373295039646e-05
4007 9.08373295039646e-05
4007 0.00343700287066803
4007 0.00333115598973947
4007 0
4007 0
4007 0
4007 0.00173613912171707
4007 0
4007 0.000543900519984454
4007 0.000149812188285707
4007 0.00343700287066803
4007 0.00696020867643481
4007 0
4007 0
4007 0.0378161948121839
4007 0.0378161948121839
4007 0
4007 0.0171144432423122
4007 0.0171144432423122
4007 0.0171144432423122
4007 0.00072427283713304
4007 0.00343700287066803
4007 0
4007 0
4007 0.00113466564610072
4007 0.00113466564610072
4007 0
4007 0
4007 0.000462783899720004
4007 0.000462783899720004
4007 0.000462783899720004
4007 0.000284701667712824
4007 0.000284701667712824
4007 0.000284701667712824
4007 0.00150862508210775
4182 0.00343700287066803
4182 0.0255779756137519
4182 0.0255779756137519
4182 0.0255779756137519
4182 0.0255779756137519
4182 0
4182 0.00481229717458247
4182 0.00481229717458247
4182 9.08373295039646e-05
4182 9.08373295039646e-05
4182 9.08373295039646e-05
4182 0.00343700287066803
4182 0.00333115598973947
4182 0
4182 0
4182 0
4182 0.00173613912171707
4182 0
4182 0.000543900519984454
4182 0.000149812188285707
4182 0.00343700287066803
4182 0.00696020867643481
4182 0
4182 0
4182 0.0378161948121839
4182 0.0378161948121839
4182 0
4182 0.0171144432423122
4182 0.0171144432423122
4182 0.0171144432423122
4182 0.00072427283713304
4182 0.00343700287066803
4182 0
4182 0
4182 0.00113466564610072
4182 0.00113466564610072
4182 0
4182 0
4182 0.000462783899720004
4182 0.000462783899720004
4182 0.000462783899720004
4182 0.000284701667712824
4182 0.000284701667712824
4182 0.000284701667712824
4182 0.00150862508210775
10341 0.00343700287066803
10341 0.0255779756137519
10341 0.0255779756137519
10341 0.0255779756137519
10341 0.0255779756137519
10341 0
10341 0.00481229717458247
10341 0.00481229717458247
10341 9.08373295039646e-05
10341 9.08373295039646e-05
10341 9.08373295039646e-05
10341 0.00343700287066803
10341 0.00333115598973947
10341 0
10341 0
10341 0
10341 0.00173613912171707
10341 0
10341 0.000543900519984454
10341 0.000149812188285707
10341 0.00343700287066803
10341 0.00696020867643481
10341 0
10341 0
10341 0.0378161948121839
10341 0.0378161948121839
10341 0
10341 0.0171144432423122
10341 0.0171144432423122
10341 0.0171144432423122
10341 0.00072427283713304
10341 0.00343700287066803
10341 0
10341 0
10341 0.00113466564610072
10341 0.00113466564610072
10341 0
10341 0
10341 0.000462783899720004
10341 0.000462783899720004
10341 0.000462783899720004
10341 0.000284701667712824
10341 0.000284701667712824
10341 0.000284701667712824
10341 0.00150862508210775
4357 0.00343700287066803
4357 0.0255779756137519
4357 0.0255779756137519
4357 0.0255779756137519
4357 0.0255779756137519
4357 0
4357 0.00481229717458247
4357 0.00481229717458247
4357 9.08373295039646e-05
4357 9.08373295039646e-05
4357 9.08373295039646e-05
4357 0.00343700287066803
4357 0.00333115598973947
4357 0
4357 0
4357 0
4357 0.00173613912171707
4357 0
4357 0.000543900519984454
4357 0.000149812188285707
4357 0.00343700287066803
4357 0.00696020867643481
4357 0
4357 0
4357 0.0378161948121839
4357 0.0378161948121839
4357 0
4357 0.0171144432423122
4357 0.0171144432423122
4357 0.0171144432423122
4357 0.00072427283713304
4357 0.00343700287066803
4357 0
4357 0
4357 0.00113466564610072
4357 0.00113466564610072
4357 0
4357 0
4357 0.000462783899720004
4357 0.000462783899720004
4357 0.000462783899720004
4357 0.000284701667712824
4357 0.000284701667712824
4357 0.000284701667712824
4357 0.00150862508210775
4356 0.00343700287066803
4356 0.0255779756137519
4356 0.0255779756137519
4356 0.0255779756137519
4356 0.0255779756137519
4356 0
4356 0.00481229717458247
4356 0.00481229717458247
4356 9.08373295039646e-05
4356 9.08373295039646e-05
4356 9.08373295039646e-05
4356 0.00343700287066803
4356 0.00333115598973947
4356 0
4356 0
4356 0
4356 0.00173613912171707
4356 0
4356 0.000543900519984454
4356 0.000149812188285707
4356 0.00343700287066803
4356 0.00696020867643481
4356 0
4356 0
4356 0.0378161948121839
4356 0.0378161948121839
4356 0
4356 0.0171144432423122
4356 0.0171144432423122
4356 0.0171144432423122
4356 0.00072427283713304
4356 0.00343700287066803
4356 0
4356 0
4356 0.00113466564610072
4356 0.00113466564610072
4356 0
4356 0
4356 0.000462783899720004
4356 0.000462783899720004
4356 0.000462783899720004
4356 0.000284701667712824
4356 0.000284701667712824
4356 0.000284701667712824
4356 0.00150862508210775
4355 0.00343700287066803
4355 0.0255779756137519
4355 0.0255779756137519
4355 0.0255779756137519
4355 0.0255779756137519
4355 0
4355 0.00481229717458247
4355 0.00481229717458247
4355 9.08373295039646e-05
4355 9.08373295039646e-05
4355 9.08373295039646e-05
4355 0.00343700287066803
4355 0.00333115598973947
4355 0
4355 0
4355 0
4355 0.00173613912171707
4355 0
4355 0.000543900519984454
4355 0.000149812188285707
4355 0.00343700287066803
4355 0.00696020867643481
4355 0
4355 0
4355 0.0378161948121839
4355 0.0378161948121839
4355 0
4355 0.0171144432423122
4355 0.0171144432423122
4355 0.0171144432423122
4355 0.00072427283713304
4355 0.00343700287066803
4355 0
4355 0
4355 0.00113466564610072
4355 0.00113466564610072
4355 0
4355 0
4355 0.000462783899720004
4355 0.000462783899720004
4355 0.000462783899720004
4355 0.000284701667712824
4355 0.000284701667712824
4355 0.000284701667712824
4355 0.00150862508210775
4454 0.00343700287066803
4454 0.0255779756137519
4454 0.0255779756137519
4454 0.0255779756137519
4454 0.0255779756137519
4454 0
4454 0.00481229717458247
4454 0.00481229717458247
4454 9.08373295039646e-05
4454 9.08373295039646e-05
4454 9.08373295039646e-05
4454 0.00343700287066803
4454 0.00333115598973947
4454 0
4454 0
4454 0
4454 0.00173613912171707
4454 0
4454 0.000543900519984454
4454 0.000149812188285707
4454 0.00343700287066803
4454 0.00696020867643481
4454 0
4454 0
4454 0.0378161948121839
4454 0.0378161948121839
4454 0
4454 0.0171144432423122
4454 0.0171144432423122
4454 0.0171144432423122
4454 0.00072427283713304
4454 0.00343700287066803
4454 0
4454 0
4454 0.00113466564610072
4454 0.00113466564610072
4454 0
4454 0
4454 0.000462783899720004
4454 0.000462783899720004
4454 0.000462783899720004
4454 0.000284701667712824
4454 0.000284701667712824
4454 0.000284701667712824
4454 0.00150862508210775
4450 0.00343700287066803
4450 0.0255779756137519
4450 0.0255779756137519
4450 0.0255779756137519
4450 0.0255779756137519
4450 0
4450 0.00481229717458247
4450 0.00481229717458247
4450 9.08373295039646e-05
4450 9.08373295039646e-05
4450 9.08373295039646e-05
4450 0.00343700287066803
4450 0.00333115598973947
4450 0
4450 0
4450 0
4450 0.00173613912171707
4450 0
4450 0.000543900519984454
4450 0.000149812188285707
4450 0.00343700287066803
4450 0.00696020867643481
4450 0
4450 0
4450 0.0378161948121839
4450 0.0378161948121839
4450 0
4450 0.0171144432423122
4450 0.0171144432423122
4450 0.0171144432423122
4450 0.00072427283713304
4450 0.00343700287066803
4450 0
4450 0
4450 0.00113466564610072
4450 0.00113466564610072
4450 0
4450 0
4450 0.000462783899720004
4450 0.000462783899720004
4450 0.000462783899720004
4450 0.000284701667712824
4450 0.000284701667712824
4450 0.000284701667712824
4450 0.00150862508210775
4639 0.00343700287066803
4639 0.0255779756137519
4639 0.0255779756137519
4639 0.0255779756137519
4639 0.0255779756137519
4639 0
4639 0.00481229717458247
4639 0.00481229717458247
4639 9.08373295039646e-05
4639 9.08373295039646e-05
4639 9.08373295039646e-05
4639 0.00343700287066803
4639 0.00333115598973947
4639 0
4639 0
4639 0
4639 0.00173613912171707
4639 0
4639 0.000543900519984454
4639 0.000149812188285707
4639 0.00343700287066803
4639 0.00696020867643481
4639 0
4639 0
4639 0.0378161948121839
4639 0.0378161948121839
4639 0
4639 0.0171144432423122
4639 0.0171144432423122
4639 0.0171144432423122
4639 0.00072427283713304
4639 0.00343700287066803
4639 0
4639 0
4639 0.00113466564610072
4639 0.00113466564610072
4639 0
4639 0
4639 0.000462783899720004
4639 0.000462783899720004
4639 0.000462783899720004
4639 0.000284701667712824
4639 0.000284701667712824
4639 0.000284701667712824
4639 0.00150862508210775
4819 0.00343700287066803
4819 0.0255779756137519
4819 0.0255779756137519
4819 0.0255779756137519
4819 0.0255779756137519
4819 0
4819 0.00481229717458247
4819 0.00481229717458247
4819 9.08373295039646e-05
4819 9.08373295039646e-05
4819 9.08373295039646e-05
4819 0.00343700287066803
4819 0.00333115598973947
4819 0
4819 0
4819 0
4819 0.00173613912171707
4819 0
4819 0.000543900519984454
4819 0.000149812188285707
4819 0.00343700287066803
4819 0.00696020867643481
4819 0
4819 0
4819 0.0378161948121839
4819 0.0378161948121839
4819 0
4819 0.0171144432423122
4819 0.0171144432423122
4819 0.0171144432423122
4819 0.00072427283713304
4819 0.00343700287066803
4819 0
4819 0
4819 0.00113466564610072
4819 0.00113466564610072
4819 0
4819 0
4819 0.000462783899720004
4819 0.000462783899720004
4819 0.000462783899720004
4819 0.000284701667712824
4819 0.000284701667712824
4819 0.000284701667712824
4819 0.00150862508210775
4911 0.00343700287066803
4911 0.0255779756137519
