0 31 106 0
0 31 107 0
0 31 108 0
0 31 126 0
0 31 127 0
0 31 128 0
0 31 141 0
0 31 142 0
0 31 149 0
0 31 191 0
0 31 213 0
0 31 214 0
0 31 215 0
0 31 234 0
0 31 235 0
0 31 254 0
0 31 255 0
0 31 275 0
0 31 276 0
0 31 295 0
0 31 296 0
0 31 316 0
0 31 317 0
0 31 338 0
0 31 339 0
0 31 340 0
0 31 341 0
0 31 360 0
0 31 361 0
0 31 362 0
0 31 363 0
0 31 364 0
0 31 383 0
0 31 384 0
0 31 385 0
0 31 386 0
0 31 406 0
0 31 407 0
0 31 408 0
0 31 409 0
0 31 410 0
0 31 431 0
0 31 432 0
0 31 433 0
0 31 456 0
0 31 457 0
0 31 458 0
0 31 481 0
0 31 482 0
0 31 483 0
0 31 506 0
0 31 507 0
0 31 535 0
0 31 564 0
0 31 565 0
0 31 598 0
0 31 599 0
0 31 635 0
0 31 636 0
0 31 656 0
0 31 671 0
0 31 672 0
0 31 673 0
0 31 692 0
0 31 700 0
0 31 701 0
0 31 708 0
0 31 709 0
0 31 710 0
0 31 730 0
0 31 738 0
0 31 746 0
0 31 747 0
0 31 748 0
0 31 767 0
0 31 768 0
0 31 784 0
0 31 785 0
0 31 786 0
0 31 787 0
0 31 788 0
0 31 807 0
0 31 808 0
0 31 809 0
0 31 824 0
0 31 825 0
0 31 826 0
0 31 827 0
0 31 828 0
0 31 846 0
0 31 847 0
0 31 848 0
0 31 849 0
0 31 850 0
0 31 865 0
0 31 866 0
0 31 867 0
0 31 868 0
0 31 869 0
0 31 870 0
0 31 871 0
0 31 872 0
0 31 873 0
0 31 892 0
0 31 893 0
0 31 894 0
0 31 895 0
0 31 916 0
0 31 917 0
0 31 918 0
0 31 919 0
0 31 920 0
0 31 921 0
0 31 922 0
0 31 923 0
0 31 924 0
0 31 925 0
0 31 926 0
0 31 946 0
0 31 947 0
0 31 948 0
0 31 949 0
0 31 968 0
0 31 969 0
0 31 970 0
0 31 971 0
0 31 972 0
0 31 973 0
0 31 974 0
0 31 975 0
0 31 976 0
0 31 977 0
0 31 978 0
0 31 993 0
0 31 994 0
0 31 998 0
0 31 999 0
0 31 1000 0
0 31 1001 0
0 31 1002 0
