0.0058 0.0174 0.0505 0.1381 0.3256 0.5925 0.8141 0.9295 0.9754 0.9917 0.9972 0.9991 0.9997 0.9999
0.0207 0.0486 0.1099 0.2299 0.4192 0.6358 0.8085 0.9108 0.9611 0.9835 0.9931 0.9971 0.9988 0.9995
0.0207 0.0486 0.1099 0.2299 0.4192 0.6358 0.8085 0.9108 0.9611 0.9835 0.9931 0.9971 0.9988 0.9995
0.0207 0.0486 0.1099 0.2299 0.4192 0.6358 0.8085 0.9108 0.9611 0.9835 0.9931 0.9971 0.9988 0.9995
0.0207 0.0486 0.1099 0.2299 0.4192 0.6358 0.8085 0.9108 0.9611 0.9835 0.9931 0.9971 0.9988 0.9995
0.0059 0.0132 0.0291 0.0631 0.1312 0.253 0.4318 0.6302 0.7926 0.8956 0.9506 0.9773 0.9898 0.9954
0.0058 0.0174 0.0505 0.1381 0.3256 0.5925 0.8141 0.9295 0.9754 0.9917 0.9972 0.9991 0.9997 0.9999
0.0058 0.0174 0.0505 0.1381 0.3256 0.5925 0.8141 0.9295 0.9754 0.9917 0.9972 0.9991 0.9997 0.9999
0.0058 0.0174 0.0505 0.1381 0.3256 0.5925 0.8141 0.9295 0.9754 0.9917 0.9972 0.9991 0.9997 0.9999
0.0058 0.0174 0.0505 0.1381 0.3256 0.5925 0.8141 0.9295 0.9754 0.9917 0.9972 0.9991 0.9997 0.9999
0.0058 0.0174 0.0505 0.1381 0.3256 0.5925 0.8141 0.9295 0.9754 0.9917 0.9972 0.9991 0.9997 0.9999
0.0226 0.0738 0.2159 0.4874 0.7666 0.919 0.9751 0.9927 0.9979 0.9994 0.9998 0.9999 1 1
0.0002 0.0003 0.0004 0.0007 0.0012 0.0019 0.0032 0.0053 0.0086 0.0141 0.0231 0.0375 0.0603 0.0956
0.0258 0.1085 0.359 0.7203 0.9221 0.982 0.996 0.9991 0.9998 1 1 1 1 1
0.0258 0.1085 0.359 0.7203 0.9221 0.982 0.996 0.9991 0.9998 1 1 1 1 1
0.0258 0.1085 0.359 0.7203 0.9221 0.982 0.996 0.9991 0.9998 1 1 1 1 1
0.0146 0.0395 0.1024 0.2406 0.4679 0.7094 0.8714 0.9495 0.9812 0.9931 0.9975 0.9991 0.9997 0.9999
0.0258 0.1085 0.359 0.7203 0.9221 0.982 0.996 0.9991 0.9998 1 1 1 1 1
0.0058 0.0174 0.0505 0.1381 0.3256 0.5925 0.8141 0.9295 0.9754 0.9917 0.9972 0.9991 0.9997 0.9999
0.0258 0.1085 0.359 0.7203 0.9221 0.982 0.996 0.9991 0.9998 1 1 1 1 1
0.0059 0.0132 0.0291 0.0631 0.1312 0.253 0.4318 0.6302 0.7926 0.8956 0.9506 0.9773 0.9898 0.9954
0.0969 0.1485 0.2209 0.3155 0.4283 0.5492 0.6644 0.763 0.8396 0.8948 0.9326 0.9574 0.9734 0.9834
0.0002 0.0003 0.0004 0.0007 0.0012 0.0019 0.0032 0.0053 0.0086 0.0141 0.0231 0.0375 0.0603 0.0956
0.0002 0.0003 0.0004 0.0007 0.0012 0.0019 0.0032 0.0053 0.0086 0.0141 0.0231 0.0375 0.0603 0.0956
0.1166 0.182 0.2727 0.3872 0.5157 0.6422 0.7516 0.836 0.8958 0.9354 0.9606 0.9763 0.9858 0.9915
0.1166 0.182 0.2727 0.3872 0.5157 0.6422 0.7516 0.836 0.8958 0.9354 0.9606 0.9763 0.9858 0.9915
0.0226 0.0738 0.2159 0.4874 0.7666 0.919 0.9751 0.9927 0.9979 0.9994 0.9998 0.9999 1 1
