landscape loss_after_one_passage
0 -0.289230769230769
0 -0.289230769230769
0 -0.289230769230769
0 -0.289230769230769
31 -0.289230769230769
31 -0.289230769230769
31 -0.289230769230769
31 -0.289230769230769
32 -0.289230769230769
32 -0.289230769230769
32 -0.289230769230769
32 -0.289230769230769
33 -0.289230769230769
33 -0.289230769230769
33 -0.289230769230769
33 -0.289230769230769
41 -0.289230769230769
41 -0.289230769230769
41 -0.289230769230769
41 -0.289230769230769
42 -0.289230769230769
42 -0.289230769230769
42 -0.289230769230769
42 -0.289230769230769
43 -0.289230769230769
43 -0.289230769230769
43 -0.289230769230769
43 -0.289230769230769
51 -0.289230769230769
51 -0.289230769230769
51 -0.289230769230769
51 -0.289230769230769
52 -0.289230769230769
52 -0.289230769230769
52 -0.289230769230769
52 -0.289230769230769
53 -0.387692307692308
53 -0.387692307692308
53 -0.387692307692308
53 -0.387692307692308
54 -0.289230769230769
54 -0.289230769230769
54 -0.289230769230769
54 -0.289230769230769
61 -0.289230769230769
61 -0.289230769230769
61 -0.289230769230769
61 -0.289230769230769
62 -0.289230769230769
62 -0.289230769230769
62 -0.289230769230769
62 -0.289230769230769
63 -0.289230769230769
63 -0.289230769230769
63 -0.289230769230769
63 -0.289230769230769
65 -0.289230769230769
65 -0.289230769230769
65 -0.289230769230769
65 -0.289230769230769
