landscape loss_after_one_passage
0 -0.0180769230769231
0 -0.0180769230769231
0 -0.0180769230769231
0 -0.0180769230769231
31 -0.0180769230769231
31 -0.0180769230769231
31 -0.0180769230769231
31 -0.0180769230769231
32 -0.0180769230769231
32 -0.0180769230769231
32 -0.0180769230769231
32 -0.0180769230769231
33 -0.0180769230769231
33 -0.0180769230769231
33 -0.0180769230769231
33 -0.0180769230769231
41 -0.0180769230769231
41 -0.0180769230769231
41 -0.0180769230769231
41 -0.0180769230769231
42 -0.0180769230769231
42 -0.0180769230769231
42 -0.0180769230769231
42 -0.0180769230769231
43 -0.0180769230769231
43 -0.0180769230769231
43 -0.0180769230769231
43 -0.0180769230769231
51 -0.0180769230769231
51 -0.0180769230769231
51 -0.0180769230769231
51 -0.0180769230769231
52 -0.0180769230769231
52 -0.0180769230769231
52 -0.0180769230769231
52 -0.0180769230769231
53 -0.0242307692307692
53 -0.0242307692307692
53 -0.0242307692307692
53 -0.0242307692307692
54 -0.0180769230769231
54 -0.0180769230769231
54 -0.0180769230769231
54 -0.0180769230769231
61 -0.0180769230769231
61 -0.0180769230769231
61 -0.0180769230769231
61 -0.0180769230769231
62 -0.0180769230769231
62 -0.0180769230769231
62 -0.0180769230769231
62 -0.0180769230769231
63 -0.0180769230769231
63 -0.0180769230769231
63 -0.0180769230769231
63 -0.0180769230769231
65 -0.0180769230769231
65 -0.0180769230769231
65 -0.0180769230769231
65 -0.0180769230769231
