landscape loss_after_one_passage
0 -0.162692307692308
0 -0.162692307692308
0 -0.162692307692308
0 -0.162692307692308
31 -0.162692307692308
31 -0.162692307692308
31 -0.162692307692308
31 -0.162692307692308
32 -0.162692307692308
32 -0.162692307692308
32 -0.162692307692308
32 -0.162692307692308
33 -0.162692307692308
33 -0.162692307692308
33 -0.162692307692308
33 -0.162692307692308
41 -0.162692307692308
41 -0.162692307692308
41 -0.162692307692308
41 -0.162692307692308
42 -0.162692307692308
42 -0.162692307692308
42 -0.162692307692308
42 -0.162692307692308
43 -0.162692307692308
43 -0.162692307692308
43 -0.162692307692308
43 -0.162692307692308
51 -0.162692307692308
51 -0.162692307692308
51 -0.162692307692308
51 -0.162692307692308
52 -0.162692307692308
52 -0.162692307692308
52 -0.162692307692308
52 -0.162692307692308
53 -0.218076923076923
53 -0.218076923076923
53 -0.218076923076923
53 -0.218076923076923
54 -0.162692307692308
54 -0.162692307692308
54 -0.162692307692308
54 -0.162692307692308
61 -0.162692307692308
61 -0.162692307692308
61 -0.162692307692308
61 -0.162692307692308
62 -0.162692307692308
62 -0.162692307692308
62 -0.162692307692308
62 -0.162692307692308
63 -0.162692307692308
63 -0.162692307692308
63 -0.162692307692308
63 -0.162692307692308
65 -0.162692307692308
65 -0.162692307692308
65 -0.162692307692308
65 -0.162692307692308
