stock  init_proprecru_per_szgroup
0 0.356675
0 0.2727
0 0.24875
0 0.112575
0 0.009275
0 0.000025
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0.0011
1 0.029225
1 0.1357
1 0.267575
1 0.2849
1 0.188375
1 0.074125
1 0.017025
1 0.001775
1 0.0002
1 0
1 0
1 0
1 0
2 0.0062
2 0.11555
2 0.341475
2 0.346675
2 0.1574
2 0.0313
2 0.001375
2 0.000025
2 0
2 0
2 0
2 0
2 0
2 0
3 0
3 0
3 0.00005
3 0.0005
3 0.00495
3 0.03535
3 0.125675
3 0.28065
3 0.34415
3 0.1832
3 0.025125
3 0.00035
3 0
3 0
4 0
4 0.000075
4 0.0007
4 0.0042
4 0.0147
4 0.039275
4 0.07655
4 0.12175
4 0.153775
4 0.16765
4 0.15845
4 0.1285
4 0.0831
4 0.051275
5 0.25015
5 0.0015
5 0.01095
5 0.0486
5 0.096525
5 0.082975
5 0.0621
5 0.1034
5 0.1142
5 0.1235
5 0.09045
5 0.015375
5 0.000275
5 0
6 0.34745
6 0.295325
6 0.278725
6 0.0778
6 0.0007
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
7 0.461575
7 0.3757
7 0.1584
7 0.004325
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
8 0.002775
8 0.407775
8 0.5757
8 0.01375
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
9 0
9 0.0028
9 0.162225
9 0.616225
9 0.216125
9 0.002625
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
10 0.002175
10 0.405875
10 0.579025
10 0.012925
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
11 0.461725
11 0.374425
11 0.15895
11 0.0049
11 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
12 0.308
12 0.148725
12 0.18465
12 0.180825
12 0.1279
12 0.0453
12 0.004475
12 0.000125
12 0
12 0
12 0
12 0
12 0
12 0
13 0
13 0
13 0.000025
13 0.009025
13 0.511225
13 0.4796
13 0.000125
13 0
13 0
13 0
13 0
13 0
13 0
13 0
14 0.001175
14 0.114575
14 0.607175
14 0.2765
14 0.000575
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
15 0.33165
15 0.3089
15 0.3165
15 0.04295
15 0
15 0
15 0
15 0
15 0
15 0
15 0
15 0
15 0
15 0
16 0.369975
16 0.1908
16 0.187375
16 0.1394
16 0.0759
16 0.02905
16 0.006425
16 0.000975
16 0.0001
16 0
16 0
16 0
16 0
16 0
17 0.27985
17 0.0998
17 0.15935
17 0.1693
17 0.164575
17 0.102975
17 0.023225
17 0.000925
17 0
17 0
17 0
17 0
17 0
17 0
18 0.457325
18 0.37065
18 0.166075
18 0.00595
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
19 0.385025
19 0.3215
19 0.25345
19 0.039775
19 0.00025
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
20 0.3836
20 0.251625
20 0.22215
20 0.117075
20 0.024575
20 0.000975
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
21 0.39325
21 0.25645
21 0.2057
21 0.110875
21 0.03045
21 0.003125
21 0.00015
21 0
21 0
21 0
21 0
21 0
21 0
21 0
22 1
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
23 1
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
24 1
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
25 1
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
26 0.379775
26 0.363575
26 0.251725
26 0.004925
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0.0000000000000001110223
27 0.471225
27 0.341325
27 0.16775
27 0.019475
27 0.000225
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
28 0.47155
28 0.339425
28 0.1684
28 0.020425
28 0.0002
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
29 0.751125
29 0.24445
29 0.004425
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
30 0.000275
30 0.0074
30 0.049575
30 0.13425
30 0.21995
30 0.23635
