0.9998562 0.0001438 0 0 0 0 0 0 0 0 0
0.9862947 0.0137053 0 0 0 0 0 0 0 0 0
0.8874229 0.1124707 0.0001064 0 0 0 0 0 0 0 0
0.6040315 0.3947886 0.0011799 0 0 0 0 0 0 0 0
0.249502 0.7339569 0.0165411 0 0 0 0 0 0 0 0
0.048174 0.8451437 0.1062937 0.0003885 0 0 0 0 0 0 0.0000001
0.002972 0.639311 0.3482607 0.0093887 0.0000675 0 0 0 0 0 0.0000001
0.0000573 0.2732588 0.6566351 0.0690169 0.0010318 0 0 0 0 0 0.0000001
0 0.0540809 0.6403123 0.2926425 0.012775 0.0001893 0 0 0 0 0
0 0.0032366 0.2660342 0.590997 0.134561 0.0050595 0.0001116 0 0 0 0.0000001
0 0 0.0301932 0.3835749 0.4697799 0.109796 0.0063875 0.0001879 0.0000805 0 0.0000001
0 0 0.0001325 0.0378227 0.289814 0.4260354 0.2053422 0.0374087 0.0030636 0.0003809 0
0 0 0 0.0000386 0.0084105 0.077494 0.2091581 0.2745577 0.2438582 0.186483 0
0 0 0 0 0 0.0003015 0.0104383 0.0823002 0.3103968 0.5965633 0
