Country Percent
BEL 0
DEU 1.9
DNK 92.9
EST 0
ESP 0
FIN 0
FOI 0
FRA 0
GBR 0
GRE 0
IRL 0
ISL 0
LTU 0
LVA 0
NLD 2.7
NOR 0.4
POL 0
POR 0
RUS 0
SWE 2
