0.415925 0.00095 0 0 0 0 0 0 0 0 0
0.271575 0.020675 0 0 0 0 0 0 0 0 0
0.2065 0.112375 0.001 0 0 0 0 0 0 0 0
0.08845 0.251775 0.0116 0.000175 0 0 0 0 0 0 0
0.01635 0.306925 0.071425 0.001325 0 0 0 0 0 0 0
0.0012 0.216425 0.21875 0.015875 0.000375 0 0 0 0 0 0
0 0.0796 0.346625 0.097175 0.00425 0.0001 0 0 0 0 0
0 0.010725 0.26415 0.2958 0.04815 0.002375 0.000025 0 0 0 0
0 0.000525 0.08015 0.400875 0.252275 0.038525 0.002475 0.000075 0 0 0
0 0.000025 0.0062 0.1754 0.484975 0.289675 0.056575 0.005425 0.000225 0 0
0 0 0.0001 0.013325 0.203725 0.5631 0.489525 0.1726 0.032175 0.00615 0
0 0 0 0.00005 0.00625 0.105975 0.444775 0.7645 0.723225 0.516825 0
0 0 0 0 0 0.00025 0.006625 0.0574 0.244375 0.476975 0
0 0 0 0 0 0 0 0 0 0.00005 1
