Country Percent
BEL 0
DEU 1.5
DNK 16.1
EST 0
ESP 0
FIN 0.4
FOI 0
FRA 0
GBR 0
GRE 0
IRL 0
ISL 0
LTU 4.8
LVA 7.9
NLD 0
NOR 0
POL 36.6
POR 0
RUS 21
SWE 11.7
