0.2022 0 0 0 0 0 0 0 0 0 0 0 0 0
0.5944 0.2301 0 0 0 0 0 0 0 0 0 0 0 0
0.1908 0.6301 0.2591 0 0 0 0 0 0 0 0 0 0 0
0.0125999999999999 0.1327 0.6535 0.3016 0 0 0 0 0 0 0 0 0 0
0 0.00709999999999996 0.083 0.6508 0.3536 0 0 0 0 0 0 0 0 0
0 0 0.00439999999999999 0.0476 0.628 0.4294 0 0 0 0 0 0 0 0
0 0 0 0 0.0184 0.5658 0.5196 0 0 0 0 0 0 0
0 0 0 0 0 0.00479999999999998 0.4793 0.6497 0 0 0 0 0 0
0 0 0 0 0 0 0.00110000000000003 0.3503 0.8043 0 0 0 0 0
0 0 0 0 0 0 0 0 0.1957 0.9466 0 0 0 0
0 0 0 0 0 0 0 0 0 0.0534 0.9968 0 0 0
0 0 0 0 0 0 0 0 0 0 0.0032 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 1 0
0 0 0 0 0 0 0 0 0 0 0 0 0 1
