Country Percent
BEL 0
DEU 1.5
DNK 8.3
EST 0
ESP 0
FIN 0
FOI 0.4
FRA 0
GBR 0
GRE 0
IRL 0
ISL 0
LTU 0
LVA 0
NLD 0
NOR 9.5
POL 0
POR 0
RUS 0
SWE 80.2
