stock  init_proprecru_per_szgroup
0 0.356775
0 0.27315
0 0.252275
0 0.109425
0 0.00835
0 0.000025
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0.001125
1 0.030125
1 0.1399
1 0.265
1 0.279575
1 0.1885
1 0.076225
1 0.017075
1 0.0023
1 0.00015
1 0.000025
1 0
1 0
1 0
2 0.00615
2 0.112825
2 0.337425
2 0.351325
2 0.159325
2 0.030875
2 0.002025
2 0.00005
2 0
2 0
2 0
2 0
2 0
2 0
3 0
3 0
3 0.00005
3 0.00045
3 0.00615
3 0.03315
3 0.1269
3 0.27805
3 0.3449
3 0.1823
3 0.027625
3 0.000425
3 0
3 0
4 0
4 0.000075
4 0.001075
4 0.00415
4 0.0157
4 0.03765
4 0.07755
4 0.120025
4 0.15525
4 0.1644
4 0.159025
4 0.12905
4 0.0852
4 0.05085
5 0.250125
5 0.001775
5 0.010325
5 0.0478
5 0.096825
5 0.0835
5 0.0624
5 0.101275
5 0.1147
5 0.124125
5 0.092375
5 0.01445
5 0.000325
5 0
6 0.3485
6 0.290925
6 0.2807
6 0.079175
6 0.0007
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
7 0.4618
7 0.379175
7 0.15475
7 0.004275
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
8 0.00225
8 0.40875
8 0.575825
8 0.013175
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
9 0
9 0.0032
9 0.160125
9 0.6141
9 0.21975
9 0.002825
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
10 0.002775
10 0.41025
10 0.5759
10 0.011075
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
11 0.460525
11 0.373925
11 0.160725
11 0.004825
11 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
12 0.3091
12 0.14415
12 0.188275
12 0.17545
12 0.131125
12 0.0467
12 0.005075
12 0.000125
12 0
12 0
12 0
12 0
12 0
12 0
13 0
13 0
13 0
13 0.007825
13 0.516625
13 0.475475
13 0.000075
13 0
13 0
13 0
13 0
13 0
13 0
13 0
14 0.000725
14 0.111675
14 0.6085
14 0.278675
14 0.000425
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
15 0.33355
15 0.30355
15 0.319525
15 0.043375
15 0
15 0
15 0
15 0
15 0
15 0
15 0
15 0
15 0
15 0
16 0.370275
16 0.1895
16 0.192575
16 0.136275
16 0.07605
16 0.028475
16 0.00615
16 0.0007
16 0
16 0
16 0
16 0
16 0
16 0
17 0.28135
17 0.098675
17 0.1593
17 0.171
17 0.163775
17 0.102625
17 0.022325
17 0.00095
17 0
17 0
17 0
17 0
17 0
17 0
18 0.45365
18 0.372475
18 0.168125
18 0.00575
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
19 0.382975
19 0.3216
19 0.253475
19 0.0419
19 0.00005
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
20 0.382125
20 0.2494
20 0.224675
20 0.115825
20 0.027
20 0.000975
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
21 0.3998
21 0.250975
21 0.2087
21 0.10685
21 0.02985
21 0.003575
21 0.000225
21 0.000025
21 0
21 0
21 0
21 0
21 0
21 0
22 1
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
23 1
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
24 1
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
25 1
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
26 0.38045
26 0.3654
26 0.249875
26 0.004275
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
27 0.471775
27 0.3427
27 0.166325
27 0.019
27 0.0002
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
28 0.473475
28 0.3387
28 0.168275
28 0.0193
28 0.00025
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
29 0.75205
29 0.2437
29 0.00425
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
30 0.000275
30 0.00805
30 0.048975
30 0.136475
30 0.217125
30 0.237
30 0.189925
30 0.109675
30 0.0418
30 0.009625
30 0.00095
30 0.000125
30 0
30 0
31 1
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
32 1
32 0
32 0
32 0
32 0
32 0
32 0
32 0
32 0
32 0
32 0
32 0
32 0
32 0
33 0.3315
33 0.3217
33 0.3215
33 0.0253
33 0
33 0
33 0
33 0
33 0
33 0
33 0
33 0
33 0
33 0
34 0
34 0.00025
34 0.0048
34 0.04185
34 0.193
34 0.4213
34 0.321975
34 0.016825
34 0
34 0
34 0
34 0
34 0
34 0
35 0.000025
35 0.0009
35 0.011225
35 0.065425
35 0.195375
35 0.33005
35 0.30195
35 0.092925
35 0.002125
35 0
35 0
35 0
35 0
35 0
36 0.54745
36 0.4505
36 0.00205
36 0
36 0
36 0
36 0
36 0
36 0
36 0
36 0
36 0
36 0
36 0
37 0.0239
37 0.93915
37 0.03695
37 0
37 0
37 0
37 0
37 0
37 0
37 0
37 0
37 0
37 0
37 0
38 0.807775
38 0.1907
38 0.001525
38 0
38 0
38 0
38 0
38 0
38 0
38 0
38 0
38 0
38 0
38 0
39 0.069325
39 0.600375
39 0.3162
39 0.0141
39 0
39 0
39 0
39 0
39 0
39 0
39 0
39 0
39 0
39 0
40 0.80115
