Country Percent
BEL 0
DEU 24.8
DNK 38.8
EST 0.2
ESP 0
FIN 0
FOI 0
FRA 0
GBR 0
GRE 0
IRL 0
ISL 0
LTU 2.9
LVA 3.1
NLD 0
NOR 0
POL 20.7
POR 0
RUS 1.8
SWE 7.6
