Country Percent
BEL 0.9
DEU 9.7
DNK 8.8
EST 0
ESP 0
FIN 0
FOI 0
FRA 1.5
GBR 30.6
GRE 0
IRL 0
ISL 0
LTU 0
LVA 0
NLD 0.1
NOR 46.6
POL 0
POR 0
RUS 0
SWE 1.9
