Country Percent
BEL 0
DEU 28.5
DNK 44.3
EST 0
ESP 0
FIN 0
FOI 0
FRA 0
GBR 0
GRE 0
IRL 0
ISL 0
LTU 0
LVA 0
NLD 0
NOR 0
POL 17.6
POR 0
RUS 0
SWE 9.7
