Country Percent
BEL 9.4
DEU 5
DNK 18.7
EST 0
ESP 0
FIN 0
FOI 0
FRA 0.2
GBR 18.8
GRE 0
IRL 0
ISL 0
LTU 0
LVA 0
NLD 47.7
NOR 0.1
POL 0
POR 0
RUS 0
SWE 0
