Country Percent
BEL 7.9
DEU 4.7
DNK 18
EST 0
ESP 0
FIN 0
FOI 0
FRA 0
GBR 10.6
GRE 0
IRL 0
ISL 0
LTU 0
LVA 0
NLD 58.2
NOR 0.5
POL 0
POR 0
RUS 0
SWE 0
