Country Percent
BEL 0.1
DEU 1.2
DNK 3.8
EST 0
ESP 0
FIN 0
FOI 0
FRA 0.7
GBR 88.7
GRE 0
IRL 0
ISL 0
LTU 0
LVA 0
NLD 0.3
NOR 4.9
POL 0
POR 0
RUS 0
SWE 0.3
