0.9977087 0.0022913 0 0 0 0 0 0 0 0 0
0.7802624 0.2194503 0.0002873 0 0 0 0 0 0 0 0
0.1077236 0.809243 0.0828669 0.0001666 0 0 0 0 0 0 0
0.0001266 0.2000434 0.5833454 0.2034076 0.0129865 0.0000904 0 0 0 0 0.0000001
0 0.0000988 0.022564 0.123443 0.1684507 0.169653 0.1624823 0.1442937 0.116663 0.0923514 0.0000001
0 0 0 0 0.001262 0.0119769 0.053426 0.158249 0.3174878 0.4575982 0.0000001
0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1
