Country Percent
BEL 0
DEU 11.8
DNK 70.1
EST 0
ESP 0
FIN 0
FOI 0
FRA 0
GBR 0
GRE 0
IRL 0
ISL 0
LTU 0
LVA 0
NLD 16.4
NOR 0.2
POL 0
POR 0
RUS 0
SWE 1.4
