pt_graph met
679 18
752 18
753 18
1158 18
1201 18
1217 18
1225 18
1268 18
1285 18
1290 18
1292 18
1347 18
1348 18
1349 18
1351 18
1402 18
1411 18
1412 18
1413 18
1414 18
1415 18
1416 18
1464 18
1470 18
1476 18
1477 18
1484 18
1485 18
1546 18
1611 18
1612 18
1614 18
1627 18
1693 18
1703 18
1761 18
1833 18
1834 18
1835 18
1837 18
1842 18
1915 18
1927 18
1996 18
1997 18
2005 18
2071 18
2073 18
2089 18
2170 18
2181 18
2182 18
2332 18
2337 18
2392 18
2402 18
2408 18
2422 18
2470 18
2487 18
2491 18
2496 18
2547 18
2566 18
2582 18
2632 18
2650 18
2652 18
2668 18
2669 18
2716 18
2732 18
2734 18
2735 18
2809 18
2812 18
2814 18
2816 18
2875 18
2876 18
2890 18
2893 18
2894 18
2895 18
2899 18
2966 18
2968 18
2970 18
2975 18
2983 18
3024 18
3025 18
3051 18
3122 18
3172 18
3362 18
3750 18
3756 18
3777 18
3842 18
3928 18
3930 18
3932 18
3959 18
4483 18
4663 18
4753 18
4932 18
5015 18
5018 18
10198 18
10402 18
10458 18
10465 18
10662 18
10950 18
