vids freq
BEL000021964 0.043804
BEL000021964 0.008236
BEL000021964 0.011467
BEL000021964 0.034977
BEL000021964 0.002476
BEL000021964 0.018954
BEL000021964 0.001896
BEL000021964 0.000873
BEL000021964 0.027812
BEL000021964 0.028742
BEL000021964 0.011315
BEL000021964 0.014233
BEL000021964 0.009581
BEL000021964 0.011062
BEL000021964 0.013003
BEL000021964 0.010873
BEL000021964 0.008322
BEL000021964 0.008194
BEL000021964 0.007829
BEL000021964 0.007481
BEL000021964 0.000140
BEL000021964 0.033740
BEL000021964 0.007653
BEL000021964 0.000165
BEL000021964 0.020136
BEL000021964 0.005781
BEL000021964 0.008285
BEL000021964 0.011120
BEL000021964 0.004793
BEL000021964 0.002498
BEL000021964 0.006867
BEL000021964 0.010196
BEL000021964 0.009111
BEL000021964 0.007686
BEL000021964 0.021059
BEL000021964 0.002299
BEL000021964 0.010050
BEL000021964 0.012662
BEL000021964 0.008111
BEL000021964 0.012618
BEL000021964 0.002767
BEL000021964 0.000177
BEL000021964 0.008358
BEL000021964 0.002690
BEL000021964 0.007511
BEL000021964 0.004698
BEL000021964 0.018864
BEL000021964 0.013601
BEL000021964 0.005234
BEL000021964 0.012581
BEL000021964 0.008547
BEL000021964 0.008234
BEL000021964 0.004677
BEL000021964 0.002539
BEL000021964 0.005828
BEL000021964 0.012597
BEL000021964 0.010733
BEL000021964 0.007659
BEL000021964 0.034796
BEL000021964 0.018782
BEL000021964 0.016158
BEL000021964 0.000493
BEL000021964 0.010660
BEL000021964 0.005175
BEL000021964 0.012697
BEL000021964 0.001194
BEL000021964 0.011724
BEL000021964 0.013327
BEL000021964 0.001896
BEL000021964 0.016113
BEL000021964 0.010982
BEL000021964 0.002825
BEL000021964 0.000941
BEL000021964 0.000350
BEL000021964 0.003076
BEL000021964 0.011250
BEL000021964 0.000094
BEL000021964 0.000188
BEL000021964 0.000716
BEL000021964 0.011904
BEL000021964 0.011203
BEL000021964 0.014786
BEL000021964 0.012803
BEL000021964 0.008047
BEL000021964 0.005041
BEL000021964 0.004411
BEL000021964 0.010506
BEL000021964 0.014259
BEL000021964 0.009242
BEL000021964 0.003012
BEL000021964 0.019466
BEL000021964 0.000492
BEL000021964 0.072729
BEL000021964 0.001329
BEL000021964 0.001069
BEL000041982 0.111452
BEL000041982 0.105231
BEL000041982 0.027547
BEL000041982 0.084025
BEL000041982 0.045533
BEL000041982 0.001200
BEL000041982 0.000306
BEL000041982 0.020903
BEL000041982 0.066813
BEL000041982 0.069048
BEL000041982 0.186920
BEL000041982 0.011399
BEL000041982 0.008912
BEL000041982 0.026574
BEL000041982 0.031238
BEL000041982 0.000409
BEL000041982 0.006154
