pt_graph met
3 18
4 18
6 18
12 18
15 18
23 18
28 18
49 18
56 18
63 18
75 18
76 18
77 18
92 18
98 18
130 18
143 18
151 18
152 18
170 18
173 18
192 18
214 18
224 18
299 18
361 18
367 18
392 18
485 18
521 18
551 18
606 18
679 18
1412 19
1413 19
1470 19
1541 19
1546 19
1612 19
1615 19
1619 19
1620 19
1834 19
1915 19
1997 19
2164 19
2566 19
2582 19
2649 19
2650 19
2668 19
2732 19
2735 19
2775 19
2816 19
2890 19
2965 19
3012 19
3085 19
3086 19
3156 19
3157 19
3848 19
4890 19
4980 19
4981 19
4983 19
5073 19
5075 19
5157 19
5430 19
9794 19
9983 19
10794 18
10934 19
10944 19
